Address,Price,Radius,Beds,Bath
"Sundown Drive, 939",71169,14,1,1
"Clere  Boulevard, 3260",288580,43,3,3
"Dyott   Way, 7996",113831,68,2,3
"Berry  Lane, 5155",425747,27,5,2
"Becher  Hill, 7556",280770,12,3,2
"Queensberry  Walk, 8060",234313,82,3,2
"Babmaes    Hill, 9194",192915,44,3,1
"Abourne   Walk, 4112",340536,42,2,3
"Elf  Hill, 2121",442878,10,5,2
"Thrale   Hill, 174",190345,5,2,2
"Blandford  Drive, 7322",435551,77,2,2
"East Way, 5174",423715,42,1,1
"Bermondsey    Boulevard, 8671",364729,13,4,1
"Balham   Way, 5365",374457,59,4,2
"Chatsworth  Lane, 58",224112,25,4,3
"Bethwin  Rue, 7887",342228,1,3,3
"Wake  Rue, 426",353384,75,2,3
"Epworth  Vale, 6124",464893,49,3,3
"Argyle  Street, 1358",133185,68,5,1
"Sundown Avenue, 4435",128598,40,3,3
"Victoria  Alley, 500",104912,30,2,1
"Kimberley  Avenue, 469",427334,35,3,3
"Battis   Route, 4649",390632,36,1,2
"Hickory Lane Rue, 4645",198952,49,3,1
"Coley  Way, 4995",206800,79,5,2
"Clarges   Hill, 7998",136882,16,3,2
"Glenwood Alley, 3463",195250,35,3,3
"Chestnut  Drive, 4177",69649,45,4,1
"Boadicea   Hill, 7909",413808,74,5,3
"Gathorne   Hill, 4900",304393,61,2,3
"Edwin   Rue, 5638",141004,61,5,3
"Charterhouse  Vale, 83",114962,99,2,1
"Carolina  Alley, 3048",200251,36,2,2
"Thomas  Road, 3846",237914,55,4,3
"Magnolia Crossroad, 7574",380021,28,2,1
"Sundown Crossroad, 8413",429382,71,3,3
"Vintners  Walk, 6640",386026,57,4,1
"Abbotswell  Street, 2314",165596,84,1,3
"Virginia Street, 7845",78857,10,5,1
"Boldero   Tunnel, 4109",370802,8,4,1
"Epworth  Grove, 4908",338973,97,4,2
"Epworth  Pass, 6708",489490,13,3,1
"Bendall   Avenue, 4765",246810,22,3,2
"Erindale Road, 7788",328043,42,5,1
"Enford   Tunnel, 339",270319,87,5,1
"Betton  Pass, 6146",440544,24,2,2
"Thurloe   Alley, 875",486554,44,5,2
"Champion  Lane, 2755",435711,34,4,2
"Coalecroft  Pass, 243",298197,94,2,3
"Vintners  Way, 4870",165546,56,5,3
"Bethwin  Crossroad, 5694",490963,8,2,1
"Lincoln Rue, 6477",492777,89,4,3
"Emily  Pass, 6324",289548,31,4,1
"Dutton   Way, 3163",185532,3,4,3
"Lake Way, 7133",444914,10,4,3
"Clarges   Pass, 8771",163792,42,2,2
"Maple Route, 5675",74620,69,5,1
"Wadham  Crossroad, 7243",160663,15,4,3
"Apostle  Tunnel, 6786",72672,49,2,2
"Eaglet  Lane, 1064",403026,97,5,1
"Blore  Pass, 2795",453778,34,5,1
"Meadow Pass, 2465",207269,84,5,2
"Fawn Drive, 6316",478868,0,1,3
"Chester  Street, 2025",468254,11,5,3
"Colombo   Grove, 2702",372965,1,5,3
"Egerton  Grove, 3486",413759,78,4,1
"Parkfield  Grove, 7008",339335,38,5,2
"Sherwood  Avenue, 8313",483821,68,3,2
"Viscount   Alley, 9677",154844,85,1,3
"Arthur  Drive, 6317",423562,93,4,2
"Lonsdale  Tunnel, 1447",151950,43,4,3
"Sheraton   Avenue, 2865",379204,12,3,2
"Bond Grove, 7536",200050,45,2,2
"Chapel  Route, 5753",467250,66,2,1
"Angela   Alley, 8127",248869,9,4,2
"Biggerstaff   Rue, 7374",163024,70,4,3
"Clifton  Rue, 5014",376483,49,2,1
"Arundel   Crossroad, 4966",266722,54,1,1
"Adderley   Hill, 2993",394140,45,4,1
"Elgood   Avenue, 2896",64532,88,1,3
"Battis   Road, 823",390882,57,4,3
"Paris   Alley, 2017",128641,1,5,3
"Biggerstaff   Boulevard, 9602",298579,59,2,1
"Chestnut  Grove, 4864",159124,91,3,1
"Birkbeck  Street, 6931",324112,18,3,3
"Mariner   Grove, 7240",485617,35,2,1
"Gautrey  Alley, 5899",251437,81,2,1
"Oxford Boulevard, 4798",180879,86,3,2
"Dyott   Way, 5150",345635,27,4,2
"Mariner   Avenue, 5656",423733,40,1,1
"Adderley   Tunnel, 5843",159270,84,1,2
"Collins  Lane, 7948",96717,8,5,1
"Chantry   Street, 3183",189771,0,1,1
"Pine Street, 3111",86078,73,4,2
"Bekesbourne   Road, 6170",232502,25,5,1
"Sheringham   Lane, 481",62188,41,1,1
"Paris   Pass, 5531",132420,74,3,3
"Zealand Tunnel, 5199",234220,98,1,1
"Dutton   Tunnel, 1627",98967,37,5,3
"Thomas Doyle   Street, 6982",423382,98,4,3
"Lincoln Tunnel, 2835",311791,13,1,1
"Bayberry Pass, 8969",493327,26,4,1
"Bermondsey    Alley, 9960",174629,86,1,1
"Clere  Lane, 9181",69431,2,3,3
"Magnolia Crossroad, 3534",391768,64,1,3
"Thomas  Tunnel, 8275",429464,99,5,2
"Bagford   Tunnel, 1237",97806,33,3,1
"Lexington Rue, 5527",104639,62,4,3
"Camdenhurst   Route, 5385",101771,56,2,3
"Fairholt   Hill, 2257",329972,46,2,3
"Tisbury  Vale, 4337",441010,20,3,1
"Carolina  Walk, 9368",359718,2,4,2
"Chamberlain  Walk, 6380",61473,46,2,2
"Bennett  Tunnel, 7281",247158,67,3,2
"Betton  Lane, 4840",442407,14,2,1
"Enford   Vale, 2525",235947,19,3,3
"Blomfield  Way, 4268",289285,55,3,3
"Hampden  Hill, 5966",498441,3,2,3
"Wadham  Rue, 4307",291244,93,3,3
"Monroe Grove, 8161",449550,43,2,2
"Bingham   Route, 6122",171905,69,5,1
"Chesterfield  Boulevard, 9063",100942,10,5,3
"Blackwall  Lane, 8754",97686,8,2,2
"Marischal  Walk, 8770",166981,9,5,3
"Camley   Way, 6438",104794,24,1,1
"Parkfields Drive, 7255",203754,38,4,1
"Andrews  Avenue, 4229",422930,63,5,2
"Charterhouse  Lane, 7818",207648,1,5,1
"Charterhouse  Pass, 110",319540,95,4,2
"Tilson  Tunnel, 9913",439126,73,5,1
"Fairholt   Vale, 7642",367819,54,3,1
"Linden Grove, 4312",257802,94,1,2
"Beatty  Crossroad, 7713",153644,16,4,2
"Thomas More   Pass, 7426",239593,6,4,3
"Boldero   Grove, 9639",455500,0,3,2
"Carol   Road, 6440",262036,50,2,1
"Geffrye   Hill, 1372",54837,53,5,1
"Baynes  Street, 6343",304560,12,3,2
"Udall   Road, 2849",265259,80,2,1
"Heritage Grove, 5606",476494,60,5,3
"Armory  Vale, 7590",347959,53,2,3
"Queensberry  Way, 4105",285629,69,4,3
"Clavell   Boulevard, 3354",444595,0,1,2
"Calvin   Route, 9927",362758,96,2,1
"Angel  Hill, 630",468218,3,1,2
"Sheringham   Crossroad, 9034",315091,9,4,1
"Arbutus   Crossroad, 9546",99633,60,1,3
"Carlisle  Street, 709",320702,91,3,3
"Camden  Walk, 9670",307833,14,4,1
"Dutton   Boulevard, 5942",348644,54,2,1
"Angela   Grove, 2878",459362,32,1,2
"Hickory Lane Road, 5847",211027,5,3,3
"Bel   Drive, 3278",104999,61,4,1
"Ernest  Lane, 162",480936,97,2,2
"Clyde Route, 4466",74495,86,4,3
"Angrave    Walk, 6918",315113,46,2,1
"Aspen Route, 2151",87711,26,1,3
"Belgrave  Tunnel, 5414",468788,59,4,2
"Gautrey  Tunnel, 9519",206466,77,1,3
"Belfort  Vale, 3034",134466,75,2,2
"Westcott  Way, 5330",118258,43,1,2
"Collingwood  Walk, 8737",370458,23,4,1
"Sheringham   Lane, 1238",172480,89,2,1
"Cavendish Pass, 2414",360325,7,2,1
"Capeners  Lane, 8960",279018,75,1,1
"Cockspur  Road, 7788",120791,75,5,3
"Fairfield  Alley, 6355",296487,48,4,2
"Baylis  Street, 9154",435323,95,2,3
"Monroe Tunnel, 4620",213880,71,2,1
"Falconberg   Drive, 2032",263371,58,1,2
"Monroe Boulevard, 1149",115031,37,2,1
"Shepherds  Way, 1419",316438,53,3,1
"Collent   Drive, 6526",411039,85,3,3
"Kilner   Boulevard, 7930",67204,63,4,2
"Railroad Grove, 736",452211,76,1,2
"Woodland Walk, 7117",311111,90,4,1
"Castlereagh   Boulevard, 7720",129384,86,2,1
"Calvin   Hill, 6718",378378,57,4,1
"Dutton   Boulevard, 1063",382607,72,3,2
"Sheffield Alley, 6982",399698,34,4,3
"Waite  Lane, 2221",480451,79,3,1
"Calvin   Road, 8617",396960,33,3,1
"Chantry   Route, 1641",133649,39,1,3
"Beechen  Way, 8410",130248,19,4,2
"Virginia Alley, 3993",282336,62,2,3
"Canning  Grove, 7731",402698,22,1,1
"Tilloch   Tunnel, 9680",226262,3,3,1
"Victoria  Hill, 5912",480256,51,1,3
"Camdale  Route, 7781",317660,82,3,3
"Blackpool  Grove, 2547",369670,16,2,1
"Empress  Route, 4021",122656,0,4,1
"Bury  Crossroad, 7865",122943,21,2,2
"Fair Walk, 5601",96535,16,1,1
"Bolingbroke  Drive, 1890",231356,63,2,2
"Cephas  Pass, 6812",441910,17,1,3
"Carpenter Street, 7946",280760,31,3,3
"Abbots   Drive, 4327",324796,29,1,2
"Mariner  Rue, 6069",497748,16,5,3
"Western   Street, 7583",219278,48,5,2
"Garfield Alley, 2912",69818,20,5,2
"Carolina  Walk, 5905",434462,59,2,2
"Rosewood Pass, 7922",199619,12,5,1
"Jackson Alley, 8758",50819,2,5,3
"Thomas  Road, 1366",421695,69,2,2
"Blackall   Vale, 5666",93609,28,1,1
"Cingworth  Road, 1407",309347,69,2,2
"Archery  Drive, 437",212792,87,3,1
"Adams  Grove, 423",130820,3,4,2
"Aspen Grove, 284",452997,90,2,1
"Geary   Street, 2356",427426,93,1,1
"Bishop   Pass, 4255",195532,50,2,2
"Bolingbroke  Alley, 4642",418547,94,2,3
"Longleigh   Avenue, 9172",162113,36,2,1
"Parkgate  Alley, 6807",407133,10,2,3
"Calverley  Walk, 5230",475023,35,1,3
"Bingham   Way, 8561",288535,29,1,2
"Bury  Hill, 766",482329,0,2,3
"Paris   Boulevard, 5895",307419,69,5,2
"Clere  Pass, 5297",229875,7,4,1
"Babmaes    Drive, 8744",312911,15,5,1
"Chester      Alley, 7190",80712,26,3,1
"St. Johs  Way, 8328",96987,1,5,1
"Bayberry Lane, 3724",346961,16,3,1
"Thomas Doyle   Boulevard, 1304",146727,44,2,1
"Clere  Street, 3765",431887,37,5,3
"Balfe   Crossroad, 5037",243984,34,2,1
"Yoakley Rue, 2953",79457,72,2,3
"Linda Lane Avenue, 9242",498014,40,5,1
"Clissold  Way, 8532",419712,21,1,3
"Baynes  Grove, 2558",335453,11,2,1
"Rivervalley Crossroad, 2288",415137,18,5,3
"Cockspur  Crossroad, 1495",375611,3,2,2
"Paris   Grove, 8529",488488,85,4,2
"Cleaver Rue, 6094",112240,16,1,3
"Chartham  Road, 4311",325393,4,3,3
"Durham Rue, 1842",149885,0,2,1
"Ely  Rue, 980",127651,84,2,3
"Rosewood Route, 6598",166292,48,4,3
"Bede  Way, 6730",56233,83,5,2
"Apollo  Pass, 1116",496943,71,4,1
"Commercial  Rue, 7524",430578,45,3,2
"Blackpool  Avenue, 9656",196376,83,1,1
"Cadogan  Walk, 3535",301142,85,1,2
"Pine Avenue, 2081",128684,31,4,3
"Bond Drive, 1794",106251,63,4,1
"Clissold  Lane, 4127",65043,29,2,1
"Ernest  Pass, 6885",496680,95,1,1
"Blackpool  Pass, 4351",440060,50,4,3
"Garfield Hill, 6708",114338,70,3,3
"Bayberry Walk, 2003",140064,40,5,3
"Mariner   Lane, 5246",301641,91,1,3
"Chandos  Avenue, 1822",209244,56,4,1
"Bazely   Pass, 2582",109816,98,3,2
"Coleman  Pass, 8903",316237,68,2,2
"Ben   Avenue, 7924",300384,16,2,1
"Bush  Lane, 3076",318157,50,4,2
"Blanchard  Avenue, 7890",112132,77,5,1
"Caedmon  Drive, 673",237431,42,2,2
"Camberwell  Way, 9674",152527,83,2,3
"Adams  Route, 7974",229501,54,5,2
"Woodland Drive, 5370",264397,85,2,2
"Baltic  Alley, 4535",460546,38,2,3
"St. Johs  Pass, 1399",384261,92,3,2
"Ashley Boulevard, 3680",353391,32,3,3
"Egerton  Drive, 7391",152127,96,5,1
"Abbey   Hill, 9399",304969,10,1,3
"Enford   Avenue, 3155",250786,9,1,2
"Emden   Rue, 6560",326651,37,4,2
"Canning  Vale, 8021",287687,75,2,1
"Arlington  Pass, 6853",238611,40,4,2
"Addison  Street, 1762",420768,42,4,3
"Caslon   Road, 2280",152255,46,3,2
"Buttonwood Alley, 6121",318288,9,4,2
"Bury  Vale, 384",209429,81,4,2
"Camera  Way, 271",364517,33,5,2
"Archery  Avenue, 7907",478098,12,5,3
"Chicksand  Hill, 3010",177503,83,4,3
"Durham Alley, 8228",188626,1,1,3
"Rivervalley Vale, 4696",321432,88,2,1
"Blackheath   Street, 5283",110171,57,5,3
"Victorian  Walk, 6448",487266,83,3,1
"Charterhouse  Pass, 710",491517,7,4,1
"Viscount   Street, 3908",191314,75,4,2
"Collins  Boulevard, 3481",158032,49,4,3
"Meadow Walk, 1496",166127,75,5,1
"Virginia Street, 3363",132295,57,3,2
"Argyle  Route, 6220",414043,67,5,3
"Calvin   Vale, 8196",419807,32,3,1
"Blake  Boulevard, 7315",204268,83,3,1
"Becher  Lane, 7230",192576,74,1,1
"Blanchard  Road, 1312",130529,4,5,3
"Cable    Pass, 4311",419466,90,5,2
"Earl Rise Boulevard, 4362",241470,41,4,3
"Chantry   Way, 8399",382653,3,2,2
"Lake Lane, 4921",466137,71,3,3
"Antrobus   Rue, 6428",177233,58,2,2
"Blomfield  Boulevard, 5217",472209,72,5,1
"Ampton  Tunnel, 8912",198164,37,3,1
"Dunstans  Tunnel, 4397",53850,58,3,2
"Caslon   Lane, 8962",131959,26,3,2
"Cobden  Walk, 1428",426062,44,1,1
"Underwood  Boulevard, 8009",192071,49,1,3
"Norfolk  Way, 5954",205074,0,5,2
"Western   Street, 2742",497190,81,1,3
"Bury  Way, 7560",254440,40,4,3
"Victoria Rise Pass, 4935",466566,37,5,1
"Lake Way, 6928",92868,40,3,1
"Longmoore   Boulevard, 8374",167396,57,5,1
"Ampton  Crossroad, 8418",335436,4,3,3
"Sundown Road, 8613",88624,32,5,1
"Spruce Alley, 4189",332651,99,3,2
"Charterhouse  Hill, 8984",235907,57,3,1
"Kingly  Lane, 1934",422944,85,4,3
"Wadham  Rue, 2914",201795,26,2,1
"Carnegie   Crossroad, 95",82122,62,1,2
"Clarks  Grove, 6327",314301,43,5,1
"Arthur  Drive, 2212",260787,3,5,2
"Bell    Rue, 2571",261796,23,2,3
"Dunstans  Vale, 2908",376500,28,1,3
"Cave   Lane, 3417",477614,43,3,1
"Vine  Hill, 2414",241888,88,5,2
"Timothy  Alley, 8688",152464,28,5,2
"Yorkshire  Pass, 6007",226835,88,3,3
"Chelsea Manor  Boulevard, 8617",116246,67,1,2
"Coborn  Crossroad, 5181",323085,38,2,2
"Ernest  Road, 443",204585,33,2,3
"Bishop   Grove, 4978",50228,23,3,2
"Carlisle  Pass, 5572",298123,2,2,1
"Chestnut Rise Route, 2792",145299,82,1,2
"Biggerstaff   Boulevard, 6208",456071,66,5,1
"Thrale   Hill, 495",293985,13,1,1
"Ben   Route, 1467",248982,55,5,3
"Yoakley Drive, 555",211005,86,3,3
"Cadogan  Walk, 1318",282542,32,1,3
"Clarges   Crossroad, 982",303303,66,3,2
"Westbourne Avenue, 92",450227,37,5,1
"Cloth  Vale, 7695",171159,10,4,1
"West Hill, 5445",412151,42,1,1
"Angrave    Lane, 255",414717,91,2,3
"Andsell    Road, 8792",450867,42,3,3
"Chester  Road, 4684",272324,44,3,2
"Durham Route, 2475",148695,35,5,3
"Bloomsbury  Hill, 7580",157029,36,2,2
"Ampton  Drive, 789",253774,60,3,2
"Antrobus   Lane, 3784",357772,21,1,3
"Lexington Alley, 3107",491641,57,3,1
"Collingwood  Walk, 5911",304605,55,1,1
"Victoria Rise Vale, 6529",76066,21,3,3
"Rivervalley Route, 413",425611,14,1,2
"Wager   Crossroad, 5353",110258,71,4,3
"Lake Grove, 2564",403327,81,2,1
"Hamilton  Avenue, 8869",74515,28,2,2
"Camden  Pass, 6259",499931,53,1,2
"Castlereagh   Tunnel, 1468",246728,38,4,1
"Eldon  Road, 4318",426931,42,2,1
"Erindale Route, 2727",229891,32,5,3
"Adderley   Vale, 7801",436274,73,5,3
"Carpenter Lane, 1341",130047,67,2,3
"Elizabeth  Alley, 3480",243378,62,5,1
"Union  Grove, 2169",436431,97,3,1
"Calshot   Route, 6000",145001,24,3,3
"Chicksand  Route, 5787",342999,65,2,3
"Coal Wharf  Boulevard, 6597",388734,4,2,2
"Arthur  Lane, 9699",366224,87,3,2
"Marina  Hill, 9995",395188,38,4,3
"Viscount   Hill, 9666",241179,73,1,1
"Hampden  Walk, 7785",487997,56,3,1
"Oxford Hill, 1060",465833,34,3,1
"Camelot   Way, 5083",215719,4,2,2
"Fairbairn  Hill, 8839",167895,77,5,2
"Becklow  Rue, 3279",189818,22,3,2
"Oxford Street, 7293",188354,2,1,2
"Besson  Lane, 8429",70017,0,4,1
"Fairholt   Grove, 566",363079,69,4,3
"Biggerstaff   Lane, 7112",408348,58,4,2
"Bigland  Walk, 6133",105182,16,3,1
"Monroe Walk, 608",55653,13,5,3
"Castlereagh   Road, 2175",394554,17,3,3
"Canon Tunnel, 6149",288981,78,4,3
"Linden Road, 5111",250839,48,1,1
"Chicksand  Street, 9217",428820,27,5,2
"Belfort  Drive, 6831",301689,77,1,2
"Spruce Avenue, 307",231678,23,3,2
"Rosewood Drive, 5915",220553,89,2,1
"Ashley Hill, 5662",338989,72,4,2
"Rail Boulevard, 9237",456486,60,2,2
"Ashley Lane, 9716",56961,46,3,2
"English   Avenue, 426",165319,61,3,2
"Baylis  Boulevard, 4628",220910,54,2,3
"Bocking   Alley, 9170",70334,48,5,1
"Clarks  Alley, 5004",331066,13,1,1
"Cavell   Way, 3635",245289,84,4,1
"Bolingbroke  Avenue, 3859",100308,14,5,2
"Becher  Grove, 5234",77381,7,4,3
"Bempton   Road, 9701",487555,52,3,1
"Meadow Hill, 6316",264099,43,2,1
"Linda   Alley, 9457",365252,62,4,2
"Carnegie   Hill, 9333",205725,97,3,1
"Abourne   Drive, 5637",80414,43,3,1
"Charterhouse  Route, 4616",194194,29,5,3
"Wake  Pass, 6359",366783,58,3,1
"Coleman  Hill, 3603",250922,95,3,1
"English   Road, 6262",298669,93,1,3
"Charterhouse  Alley, 4082",50330,97,5,1
"Calderwood   Avenue, 3801",197227,77,4,2
"Bermondsey    Boulevard, 6420",225520,4,5,1
"Argyle  Street, 6210",267103,94,1,1
"Belgrave  Crossroad, 7677",211410,81,5,2
"Castlereagh   Street, 7031",323465,50,1,2
"Sheringham   Drive, 1193",132820,77,4,3
"Arline    Drive, 1626",451530,11,3,1
"Bigland  Walk, 5182",62014,88,1,2
"Blendon    Way, 9683",479095,71,1,1
"Bolingbroke  Lane, 7822",294865,86,4,1
"Clerkenwell Avenue, 2984",130028,42,2,2
"College  Way, 4664",366025,52,2,3
"Thorndike   Street, 5809",328805,0,2,2
"Chapel  Vale, 2305",75929,41,4,3
"Heritage Route, 3481",161015,81,5,2
"Babmaes    Street, 8487",258251,80,4,3
"Besson  Avenue, 2513",135464,94,2,2
"Ely  Street, 9244",438211,32,5,3
"Bel   Alley, 1202",52552,63,5,3
"Fieldstone Vale, 4555",368664,39,1,1
"Becher  Pass, 1568",138764,57,4,2
"Blendon    Drive, 8676",261191,38,1,1
"Elizabeth  Grove, 3840",272023,99,4,3
"Chamberlain  Pass, 4571",126232,78,5,3
"Camdenhurst   Walk, 4817",299783,8,3,3
"Fairfield  Walk, 6654",387042,21,3,3
"Cavaye  Tunnel, 5363",163361,90,3,1
"Longman   Alley, 2148",225947,39,2,3
"Rosewood Rue, 279",404275,65,3,1
"Coley  Route, 9141",184632,56,3,3
"Virginia Pass, 7443",403188,29,2,1
"Lake Lane, 9174",446124,47,4,3
"Champion  Tunnel, 1641",361906,25,5,2
"Bolingbroke  Way, 9616",301637,91,3,3
"Apsley    Way, 9526",202055,1,2,1
"Glenwood Grove, 6061",96692,98,4,2
"Bermondsey    Alley, 9069",129890,84,3,2
"Chestnut  Pass, 6060",191935,52,2,2
"Lexington Walk, 2257",218971,79,1,2
"Tilloch   Drive, 5423",259541,39,4,2
"Black Swan  Hill, 5893",168603,22,5,1
"Clyde Road, 3816",82627,86,3,3
"Thomas Doyle   Boulevard, 225",268268,9,3,1
"Chesterfield  Route, 7282",137232,59,5,2
"Carpenter Route, 7118",249787,92,1,1
"Balham   Road, 519",185377,30,2,2
"Longleigh   Crossroad, 3030",470069,71,5,2
"Collins  Avenue, 9805",187985,19,1,1
"Elizabeth  Crossroad, 697",335460,2,5,2
"Tilson  Rue, 6285",471164,35,3,3
"Calshot   Drive, 1842",404094,15,4,3
"Arundel   Grove, 2604",445601,5,1,2
"Amwell    Pass, 1374",376949,98,2,1
"Oxford Drive, 6664",178371,48,1,1
"Sheffield Rue, 9974",209798,43,4,1
"Sheffield Walk, 5197",70804,38,1,2
"Udall   Walk, 7551",483961,75,5,3
"Bective  Avenue, 2094",215683,21,4,1
"King Avenue, 5016",348426,54,5,2
"Battis   Tunnel, 5240",328855,30,2,1
"Caxton  Way, 6802",323754,6,2,3
"Sheffield Lane, 3209",380446,31,1,1
"Coley  Walk, 9868",150878,8,1,2
"Burton  Road, 3830",425627,22,2,3
"St. Johs  Street, 3447",251849,61,3,1
"Thomas Doyle   Avenue, 7597",116731,29,3,3
"Bacon  Street, 9287",152647,72,1,2
"St. Pauls  Hill, 3955",151170,12,4,2
"Elba  Boulevard, 7735",426341,9,1,2
"Bingham   Drive, 2858",366492,64,2,1
"Bales  Street, 759",405742,65,4,3
"Howard Grove, 6066",274301,15,1,1
"Sundown Drive, 2237",270063,81,2,1
"Baylis  Drive, 3120",138416,41,1,3
"Hamilton  Way, 5247",88872,89,2,1
"Blackwall  Boulevard, 4342",259935,98,5,3
"Armory  Vale, 3378",474133,91,3,3
"Dutton   Alley, 2143",422461,88,1,1
"Chartham  Pass, 5940",157719,55,4,2
"Rail Alley, 4120",166101,85,5,2
"Cockspur  Walk, 226",421400,36,3,2
"Pine Drive, 2540",276068,63,5,1
"Hickory   Boulevard, 2587",54336,22,1,1
"Collingwood  Crossroad, 2272",245389,23,1,1
"Battersea   Lane, 6844",76058,69,4,2
"Badric  Street, 24",284572,52,4,2
"Carol   Boulevard, 7369",464151,80,3,1
"Berry  Vale, 2484",336665,66,2,1
"Callcott   Walk, 3911",106326,38,2,3
"Endsleigh  Hill, 4444",471842,33,4,1
"Chestnut  Tunnel, 4883",364635,54,4,3
"Blake  Avenue, 5138",244920,67,5,1
"Tiptree   Grove, 4208",63199,28,2,1
"Western   Way, 3961",113029,28,4,3
"Berry  Tunnel, 9828",259785,67,5,2
"Monroe Pass, 9377",103554,66,2,2
"Underwood  Crossroad, 6919",369394,55,3,1
"Arctic   Road, 9080",73493,45,5,3
"Chatfield  Alley, 5591",170428,95,1,3
"Clarks  Hill, 9668",499007,88,4,3
"Unwin  Avenue, 9102",328654,1,5,1
"Clissold  Rue, 4303",377052,26,3,2
"Cam  Alley, 4139",148720,93,5,1
"Beatty  Route, 8513",368371,28,4,1
"Duthie   Pass, 7119",353699,75,3,2
"Fair Drive, 4329",248232,11,4,3
"Chalcot  Vale, 5408",361710,55,1,3
"Angela   Hill, 7783",474593,73,4,1
"Sherlock   Alley, 9116",379522,15,5,2
"York Pass, 519",278709,6,1,3
"Pine Drive, 7788",421625,29,2,1
"Thomas More   Boulevard, 149",376092,62,1,3
"Byland  Lane, 7313",62670,77,3,2
"Bective  Avenue, 7082",480223,64,3,2
"Jackson Avenue, 1845",272159,91,2,2
"Blomfield  Drive, 1177",244246,28,4,3
"Cave   Lane, 77",287269,80,3,3
"Bethwin  Boulevard, 4800",179657,73,2,1
"Thurloe   Alley, 8697",343285,81,5,3
"Chancellor  Crossroad, 2310",371971,97,3,2
"Cliff  Way, 5964",272439,71,3,1
"Fawn Rue, 4288",429269,2,4,2
"Garfield Rue, 2056",131233,90,2,1
"Cingworth  Tunnel, 7798",259454,85,1,3
"Cavell   Walk, 8117",421703,98,2,3
"Timothy  Lane, 7937",55180,71,5,3
"Fairview Grove, 8088",406027,26,2,2
"St. Jamess  Road, 5349",81722,27,3,1
"Apothecary   Walk, 289",437689,56,2,2
"Cable    Way, 169",67863,39,4,2
"Chancellor  Route, 1690",139043,29,2,2
"Bendmore  Drive, 6742",315543,80,2,3
"Battis   Tunnel, 7554",372285,71,5,2
"Cavell   Walk, 1500",114554,68,2,2
"Bacton   Walk, 7514",442875,43,1,1
"Norfolk  Route, 8725",489665,21,3,2
"Amwell    Route, 2714",394474,99,4,1
"Collins  Tunnel, 3235",354289,92,1,3
"Abourne   Road, 545",324092,99,1,3
"Elizabeth  Lane, 7169",213171,8,4,1
"Ensign   Lane, 7391",278558,39,4,1
"Jackson Crossroad, 3779",362259,66,2,2
"Bellenden   Grove, 1969",279268,7,3,3
"Duthie   Walk, 3679",145466,33,3,3
"Union  Hill, 4029",458751,98,1,2
"Charnwood   Hill, 1683",288343,33,3,1
"Yoakley Rue, 9151",202263,83,3,2
"Victoria Rise Avenue, 8530",54662,8,1,2
"Birkin   Route, 2958",79874,20,3,3
"Kingly  Drive, 7855",355479,23,1,1
"Armory  Road, 9797",380103,1,4,1
"Black Friars   Grove, 8737",272122,7,1,3
"Cedarne  Hill, 8978",454046,86,5,1
"Clavell   Crossroad, 4632",109093,97,2,3
"Paris   Vale, 6594",320628,44,3,2
"Bolton  Crossroad, 2768",79157,44,2,3
"Littlebury  Grove, 5727",108458,53,1,1
"Boadicea   Lane, 7809",218207,18,5,2
"Oxford Avenue, 6022",68641,47,2,2
"Kingly  Street, 8921",334342,52,2,2
"Unwin  Way, 8330",240881,50,2,1
"Dunstans  Lane, 15",248749,21,3,1
"Chartham  Crossroad, 2276",165141,65,1,2
"Belgrave  Rue, 234",485382,96,3,2
"Birkbeck  Rue, 4980",55841,75,4,3
"King William  Drive, 9495",356395,44,2,3
"Fawn Way, 5997",165481,86,1,1
"Camdale  Rue, 3760",439740,26,2,1
"Blackpool  Walk, 4566",293326,90,4,1
"Westcott  Avenue, 4287",257038,77,3,3
"Thoresby   Tunnel, 5749",144045,68,4,3
"King Grove, 7108",96609,31,3,3
"Cloth  Vale, 1469",270978,54,3,1
"Carlisle  Avenue, 1402",292918,63,3,2
"Egerton  Vale, 7964",88106,63,1,2
"Chalcot  Walk, 6570",310983,57,3,3
"Chalcot  Pass, 4371",315371,18,2,1
"Anns  Tunnel, 9689",157429,9,4,3
"Bethwin  Grove, 6691",71846,16,2,3
"Baltic  Lane, 189",356690,40,3,2
"Bletchley   Avenue, 9110",483532,83,3,3
"Fawn Rue, 9500",253056,9,2,3
"Falconberg   Crossroad, 8458",292349,44,4,2
"Apothecary   Drive, 5314",234250,27,5,1
"Edwin   Grove, 9080",399446,90,3,1
"Angrave    Road, 2753",166311,20,1,1
"Collent   Pass, 5972",84055,9,2,2
"Battersea   Vale, 1430",481500,85,1,3
"Blake  Route, 5539",304315,55,4,3
"Babmaes    Road, 6746",134569,65,4,1
"Berry  Hill, 2801",158372,57,3,2
"Cam  Lane, 3338",132130,63,4,3
"Blenkarne  Walk, 8175",72216,53,1,1
"Belfort  Pass, 6932",346413,42,1,2
"Unwin  Lane, 8876",245541,60,2,1
"Victorian  Crossroad, 7180",177114,46,2,1
"Bocking   Street, 3826",461165,84,1,1
"Burton  Crossroad, 1386",104378,55,5,1
"Aspen Hill, 5821",117500,44,1,2
"Chatsworth  Grove, 7479",64476,50,3,2
"Adderley   Alley, 7668",82750,78,1,1
